srcStateName,srcYear,Types of coal,Coal Consuming Sectors,Coal Consumed,YearCode,Year
RAJASTHAN,2012,RAW COAL,POWER (CAPTIVE),1.956,2012,"Financial Year (Apr - Mar), 2012"
JHARKHAND,2012,RAW COAL,POWER (CAPTIVE),1.271,2012,"Financial Year (Apr - Mar), 2012"
TAMILNADU,2012,LIGNITE,TEXTILES & RAYONS,0.001,2012,"Financial Year (Apr - Mar), 2012"
TAMILNADU,2012,RAW COAL,SPONGE IRON,4.836,2012,"Financial Year (Apr - Mar), 2012"
WEST BENGAL,2012,WASHED COAL,POWER (UTILITY),1.966,2012,"Financial Year (Apr - Mar), 2012"
JHARKHAND,2012,RAW COAL,CEMENT,0.108,2012,"Financial Year (Apr - Mar), 2012"
MADHYA PRADESH,2012,MIDDLINGS,POWER (UTILITY),0.106,2012,"Financial Year (Apr - Mar), 2012"
WEST BENGAL,2012,RAW COAL,TEXTILES & RAYONS,0.003,2012,"Financial Year (Apr - Mar), 2012"
JHARKHAND,2012,RAW COAL,CHEMICAL,0.005,2012,"Financial Year (Apr - Mar), 2012"
WEST BENGAL,2012,RAW COAL,METALLURGICAL USE- DIRECT FEED,0.126,2012,"Financial Year (Apr - Mar), 2012"
UTTAR PRADESH,2012,RAW COAL,SPONGE IRON,0.522,2012,"Financial Year (Apr - Mar), 2012"
ODISHA,2012,RAW COAL,SPONGE IRON,0.684,2012,"Financial Year (Apr - Mar), 2012"
CHHATTISGARH,2012,RAW COAL,CHEMICAL,0.002,2012,"Financial Year (Apr - Mar), 2012"
GUJARAT,2012,LIGNITE,TEXTILES & RAYONS,3.536,2012,"Financial Year (Apr - Mar), 2012"
PUNJAB,2012,RAW COAL,FERTILISERS,1.07,2012,"Financial Year (Apr - Mar), 2012"
WEST BENGAL,2012,RAW COAL,POWER (UTILITY),39.942,2012,"Financial Year (Apr - Mar), 2012"
GUJARAT,2012,LIGNITE,CEMENT,0.34,2012,"Financial Year (Apr - Mar), 2012"
JHARKHAND,2012,RAW COAL,METALLURGICAL USE- DIRECT FEED,0.221,2012,"Financial Year (Apr - Mar), 2012"
ODISHA,2012,MIDDLINGS,STEEL (BOILERS),0.007,2012,"Financial Year (Apr - Mar), 2012"
RAJASTHAN,2012,LIGNITE,POWER (UTILITY),2.149,2012,"Financial Year (Apr - Mar), 2012"
KARNATAKA,2012,RAW COAL,METALLURGICAL USE- DIRECT FEED,0.002,2012,"Financial Year (Apr - Mar), 2012"
GUJARAT,2012,RAW COAL,POWER (UTILITY),18.115,2012,"Financial Year (Apr - Mar), 2012"
MEGHALAYA,2012,RAW COAL,CEMENT,0.01,2012,"Financial Year (Apr - Mar), 2012"
TAMILNADU,2012,LIGNITE,POWER (UTILITY),23.74,2012,"Financial Year (Apr - Mar), 2012"
RAJASTHAN,2012,RAW COAL,CEMENT,0.799,2012,"Financial Year (Apr - Mar), 2012"
ODISHA,2012,RAW COAL,POWER (CAPTIVE),12.587,2012,"Financial Year (Apr - Mar), 2012"
CHHATTISGARH,2012,RAW COAL,METALLURGICAL USE- DIRECT FEED,0.425,2012,"Financial Year (Apr - Mar), 2012"
GUJARAT,2012,RAW COAL,FERTILISERS,0.395,2012,"Financial Year (Apr - Mar), 2012"
RAJASTHAN,2012,LIGNITE,BRICKS,0.053,2012,"Financial Year (Apr - Mar), 2012"
DELHI,2012,WASHED COAL,POWER (UTILITY),1.06,2012,"Financial Year (Apr - Mar), 2012"
CHHATTISGARH,2012,RAW COAL,POWER (UTILITY),34.365,2012,"Financial Year (Apr - Mar), 2012"
RAJASTHAN,2012,LIGNITE,STEEL (BOILERS),0.001,2012,"Financial Year (Apr - Mar), 2012"
GUJARAT,2012,RAW COAL,TEXTILES & RAYONS,0.03,2012,"Financial Year (Apr - Mar), 2012"
TAMILNADU,2012,LIGNITE,PULP & PAPER,0.052,2012,"Financial Year (Apr - Mar), 2012"
JHARKHAND,2012,MIDDLINGS,POWER (CAPTIVE),3.043,2012,"Financial Year (Apr - Mar), 2012"
ANDHRA PRADESH,2012,RAW COAL,CEMENT,4.135,2012,"Financial Year (Apr - Mar), 2012"
WEST BENGAL,2012,RAW COAL,COLLIERY OWN - CONSUMPTION,0.108,2012,"Financial Year (Apr - Mar), 2012"
MADHYA PRADESH,2012,RAW COAL,POWER (UTILITY),30.543,2012,"Financial Year (Apr - Mar), 2012"
JAMMU & KASHMIR,2012,RAW COAL,TEXTILES & RAYONS,0.001,2012,"Financial Year (Apr - Mar), 2012"
JAMMU & KASHMIR,2012,RAW COAL,BRICKS,0.017,2012,"Financial Year (Apr - Mar), 2012"
ODISHA,2012,WASHED COAL,METALLURGICAL USE- COKERIES,0.131,2012,"Financial Year (Apr - Mar), 2012"
MAHARASHTRA,2012,RAW COAL,POWER (CAPTIVE),0.692,2012,"Financial Year (Apr - Mar), 2012"
KERALA,2012,RAW COAL,PULP & PAPER,0.1,2012,"Financial Year (Apr - Mar), 2012"
HIMACHAL PRADESH,2012,RAW COAL,PULP & PAPER,0.008,2012,"Financial Year (Apr - Mar), 2012"
WEST BENGAL,2012,RAW COAL,POWER (CAPTIVE),0.362,2012,"Financial Year (Apr - Mar), 2012"
ANDHRA PRADESH,2012,RAW COAL,POWER (CAPTIVE),3.343,2012,"Financial Year (Apr - Mar), 2012"
MAHARASHTRA,2012,RAW COAL,CEMENT,1.796,2012,"Financial Year (Apr - Mar), 2012"
JHARKHAND,2012,RAW COAL,COLLIERY OWN - CONSUMPTION,0.02,2012,"Financial Year (Apr - Mar), 2012"
LADAKH,2012,RAW COAL,BRICKS,0,2012,"Financial Year (Apr - Mar), 2012"
RAJASTHAN,2012,LIGNITE,CHEMICAL,0.038,2012,"Financial Year (Apr - Mar), 2012"
ANDHRA PRADESH,2012,RAW COAL,SPONGE IRON,0.774,2012,"Financial Year (Apr - Mar), 2012"
CHHATTISGARH,2012,RAW COAL,STEEL (BOILERS),0.417,2012,"Financial Year (Apr - Mar), 2012"
TAMILNADU,2012,RAW COAL,PULP & PAPER,0.023,2012,"Financial Year (Apr - Mar), 2012"
JHARKHAND,2012,RAW COAL,FERTILISERS,0.035,2012,"Financial Year (Apr - Mar), 2012"
KARNATAKA,2012,RAW COAL,TEXTILES & RAYONS,0.071,2012,"Financial Year (Apr - Mar), 2012"
UTTAR PRADESH,2012,RAW COAL,PULP & PAPER,0.004,2012,"Financial Year (Apr - Mar), 2012"
KARNATAKA,2012,RAW COAL,SPONGE IRON,0.491,2012,"Financial Year (Apr - Mar), 2012"
BIHAR,2012,RAW COAL,POWER (UTILITY),10.126,2012,"Financial Year (Apr - Mar), 2012"
CHHATTISGARH,2012,WASHED COAL,POWER (CAPTIVE),0.058,2012,"Financial Year (Apr - Mar), 2012"
MADHYA PRADESH,2012,RAW COAL,SPONGE IRON,0.093,2012,"Financial Year (Apr - Mar), 2012"
JHARKHAND,2012,RAW COAL,BRICKS,0.059,2012,"Financial Year (Apr - Mar), 2012"
CHHATTISGARH,2012,RAW COAL,COLLIERY OWN - CONSUMPTION,0.004,2012,"Financial Year (Apr - Mar), 2012"
MADHYA PRADESH,2012,RAW COAL,PULP & PAPER,0.244,2012,"Financial Year (Apr - Mar), 2012"
TAMILNADU,2012,RAW COAL,CEMENT,0.171,2012,"Financial Year (Apr - Mar), 2012"
GUJARAT,2012,LIGNITE,CHEMICAL,0.831,2012,"Financial Year (Apr - Mar), 2012"
UTTAR PRADESH,2012,MIDDLINGS,POWER (UTILITY),0.113,2012,"Financial Year (Apr - Mar), 2012"
TAMILNADU,2012,RAW COAL,POWER (UTILITY),12.96,2012,"Financial Year (Apr - Mar), 2012"
UTTAR PRADESH,2012,RAW COAL,CHEMICAL,0.012,2012,"Financial Year (Apr - Mar), 2012"
MAHARASHTRA,2012,RAW COAL,PULP & PAPER,0.277,2012,"Financial Year (Apr - Mar), 2012"
UTTAR PRADESH,2012,RAW COAL,FERTILISERS,0.293,2012,"Financial Year (Apr - Mar), 2012"
HARYANA,2012,RAW COAL,POWER (CAPTIVE),0.041,2012,"Financial Year (Apr - Mar), 2012"
ANDHRA PRADESH,2012,RAW COAL,METALLURGICAL USE- DIRECT FEED,0.109,2012,"Financial Year (Apr - Mar), 2012"
DELHI,2012,RAW COAL,POWER (UTILITY),3.561,2012,"Financial Year (Apr - Mar), 2012"
KARNATAKA,2012,RAW COAL,CHEMICAL,0.006,2012,"Financial Year (Apr - Mar), 2012"
UTTARAKHAND,2012,RAW COAL,POWER (CAPTIVE),0.341,2012,"Financial Year (Apr - Mar), 2012"
RAJASTHAN,2012,LIGNITE,FERTILISERS,0.002,2012,"Financial Year (Apr - Mar), 2012"
ANDHRA PRADESH,2012,WASHED COAL,METALLURGICAL USE- COKERIES,0.471,2012,"Financial Year (Apr - Mar), 2012"
GUJARAT,2012,RAW COAL,CHEMICAL,0.066,2012,"Financial Year (Apr - Mar), 2012"
HARYANA,2012,RAW COAL,POWER (UTILITY),16.266,2012,"Financial Year (Apr - Mar), 2012"
JHARKHAND,2012,RAW COAL,METALLURGICAL USE- COKERIES,0.023,2012,"Financial Year (Apr - Mar), 2012"
JHARKHAND,2012,WASHED COAL,METALLURGICAL USE- COKERIES,2.556,2012,"Financial Year (Apr - Mar), 2012"
CHHATTISGARH,2012,RAW COAL,CEMENT,0.948,2012,"Financial Year (Apr - Mar), 2012"
KARNATAKA,2012,RAW COAL,CEMENT,1.209,2012,"Financial Year (Apr - Mar), 2012"
WEST BENGAL,2012,MIDDLINGS,STEEL (BOILERS),0.176,2012,"Financial Year (Apr - Mar), 2012"
MADHYA PRADESH,2012,RAW COAL,POWER (CAPTIVE),3.015,2012,"Financial Year (Apr - Mar), 2012"
ODISHA,2012,RAW COAL,FERTILISERS,0.026,2012,"Financial Year (Apr - Mar), 2012"
ODISHA,2013,RAW COAL,CHEMICAL,0.012,2013,"Financial Year (Apr - Mar), 2013"
HIMACHAL PRADESH,2013,RAW COAL,POWER (CAPTIVE),0.068,2013,"Financial Year (Apr - Mar), 2013"
WEST BENGAL,2013,RAW COAL,POWER (UTILITY),42.663,2013,"Financial Year (Apr - Mar), 2013"
ANDHRA PRADESH,2013,RAW COAL,POWER (CAPTIVE),3.494,2013,"Financial Year (Apr - Mar), 2013"
ODISHA,2013,RAW COAL,CEMENT,0.425,2013,"Financial Year (Apr - Mar), 2013"
DELHI,2013,RAW COAL,TEXTILES & RAYONS,0.002,2013,"Financial Year (Apr - Mar), 2013"
CHHATTISGARH,2013,WASHED COAL,POWER (UTILITY),0.376,2013,"Financial Year (Apr - Mar), 2013"
CHHATTISGARH,2013,WASHED COAL,POWER (CAPTIVE),0.173,2013,"Financial Year (Apr - Mar), 2013"
MADHYA PRADESH,2013,RAW COAL,CEMENT,1.792,2013,"Financial Year (Apr - Mar), 2013"
HARYANA,2013,RAW COAL,FERTILISERS,0.508,2013,"Financial Year (Apr - Mar), 2013"
TAMILNADU,2013,RAW COAL,POWER (CAPTIVE),0.584,2013,"Financial Year (Apr - Mar), 2013"
ODISHA,2013,RAW COAL,POWER (CAPTIVE),14.198,2013,"Financial Year (Apr - Mar), 2013"
PUNJAB,2013,RAW COAL,CEMENT,0.004,2013,"Financial Year (Apr - Mar), 2013"
ODISHA,2013,WASHED COAL,POWER (UTILITY),0.372,2013,"Financial Year (Apr - Mar), 2013"
GUJARAT,2013,LIGNITE,PULP & PAPER,0.667,2013,"Financial Year (Apr - Mar), 2013"
WEST BENGAL,2013,RAW COAL,STEEL (BOILERS),0.412,2013,"Financial Year (Apr - Mar), 2013"
ODISHA,2017,RAW COAL,CEMENT,0.258,2017,"Financial Year (Apr - Mar), 2017"
JHARKHAND,2013,RAW COAL,BRICKS,0.008,2013,"Financial Year (Apr - Mar), 2013"
UTTAR PRADESH,2013,RAW COAL,FERTILISERS,0.304,2013,"Financial Year (Apr - Mar), 2013"
KARNATAKA,2013,RAW COAL,TEXTILES & RAYONS,0.15,2013,"Financial Year (Apr - Mar), 2013"
GUJARAT,2013,RAW COAL,TEXTILES & RAYONS,0.022,2013,"Financial Year (Apr - Mar), 2013"
KARNATAKA,2013,RAW COAL,POWER (UTILITY),6.856,2013,"Financial Year (Apr - Mar), 2013"
UTTAR PRADESH,2013,RAW COAL,POWER (CAPTIVE),4.208,2013,"Financial Year (Apr - Mar), 2013"
KARNATAKA,2013,RAW COAL,CHEMICAL,0.006,2013,"Financial Year (Apr - Mar), 2013"
RAJASTHAN,2013,RAW COAL,POWER (UTILITY),15.854,2013,"Financial Year (Apr - Mar), 2013"
DELHI,2013,MIDDLINGS,POWER (UTILITY),0.004,2013,"Financial Year (Apr - Mar), 2013"
MADHYA PRADESH,2013,RAW COAL,SPONGE IRON,0.167,2013,"Financial Year (Apr - Mar), 2013"
TAMILNADU,2013,LIGNITE,BRICKS,0.009,2013,"Financial Year (Apr - Mar), 2013"
MAHARASHTRA,2013,RAW COAL,POWER (CAPTIVE),0.983,2013,"Financial Year (Apr - Mar), 2013"
MAHARASHTRA,2013,RAW COAL,PULP & PAPER,0.298,2013,"Financial Year (Apr - Mar), 2013"
JHARKHAND,2013,MIDDLINGS,POWER (UTILITY),2.49,2013,"Financial Year (Apr - Mar), 2013"
HARYANA,2013,WASHED COAL,POWER (UTILITY),0.083,2013,"Financial Year (Apr - Mar), 2013"
ASSAM,2013,RAW COAL,PULP & PAPER,0.049,2013,"Financial Year (Apr - Mar), 2013"
ODISHA,2013,RAW COAL,METALLURGICAL USE- DIRECT FEED,0.019,2013,"Financial Year (Apr - Mar), 2013"
CHHATTISGARH,2013,RAW COAL,PULP & PAPER,0.022,2013,"Financial Year (Apr - Mar), 2013"
ODISHA,2013,RAW COAL,PULP & PAPER,0.154,2013,"Financial Year (Apr - Mar), 2013"
TAMILNADU,2013,LIGNITE,CHEMICAL,0.018,2013,"Financial Year (Apr - Mar), 2013"
HARYANA,2013,MIDDLINGS,POWER (UTILITY),0.104,2013,"Financial Year (Apr - Mar), 2013"
UTTAR PRADESH,2013,RAW COAL,BRICKS,1.242,2013,"Financial Year (Apr - Mar), 2013"
TAMILNADU,2013,RAW COAL,SPONGE IRON,0.011,2013,"Financial Year (Apr - Mar), 2013"
KARNATAKA,2013,RAW COAL,PULP & PAPER,0.243,2013,"Financial Year (Apr - Mar), 2013"
WEST BENGAL,2013,MIDDLINGS,POWER (UTILITY),0.345,2013,"Financial Year (Apr - Mar), 2013"
MADHYA PRADESH,2013,WASHED COAL,CEMENT,0.058,2013,"Financial Year (Apr - Mar), 2013"
WEST BENGAL,2013,RAW COAL,METALLURGICAL USE- COKERIES,0.328,2013,"Financial Year (Apr - Mar), 2013"
RAJASTHAN,2013,WASHED COAL,POWER (UTILITY),0.407,2013,"Financial Year (Apr - Mar), 2013"
MADHYA PRADESH,2013,RAW COAL,POWER (UTILITY),33.03,2013,"Financial Year (Apr - Mar), 2013"
ANDHRA PRADESH,2013,RAW COAL,BRICKS,0.006,2013,"Financial Year (Apr - Mar), 2013"
JHARKHAND,2013,RAW COAL,COLLIERY OWN - CONSUMPTION,0.013,2013,"Financial Year (Apr - Mar), 2013"
RAJASTHAN,2013,RAW COAL,TEXTILES & RAYONS,0.046,2013,"Financial Year (Apr - Mar), 2013"
RAJASTHAN,2013,RAW COAL,POWER (CAPTIVE),2.874,2013,"Financial Year (Apr - Mar), 2013"
UTTARAKHAND,2013,RAW COAL,PULP & PAPER,0.001,2013,"Financial Year (Apr - Mar), 2013"
TAMILNADU,2013,LIGNITE,CEMENT,0.668,2013,"Financial Year (Apr - Mar), 2013"
RAJASTHAN,2013,RAW COAL,FERTILISERS,0.291,2013,"Financial Year (Apr - Mar), 2013"
CHHATTISGARH,2013,RAW COAL,POWER (UTILITY),38.226,2013,"Financial Year (Apr - Mar), 2013"
MADHYA PRADESH,2013,RAW COAL,POWER (CAPTIVE),2.487,2013,"Financial Year (Apr - Mar), 2013"
RAJASTHAN,2013,MIDDLINGS,POWER (CAPTIVE),0.084,2013,"Financial Year (Apr - Mar), 2013"
WEST BENGAL,2013,RAW COAL,BRICKS,0.042,2013,"Financial Year (Apr - Mar), 2013"
DELHI,2013,RAW COAL,POWER (CAPTIVE),0.072,2013,"Financial Year (Apr - Mar), 2013"
MADHYA PRADESH,2013,MIDDLINGS,POWER (UTILITY),0.101,2013,"Financial Year (Apr - Mar), 2013"
WEST BENGAL,2013,RAW COAL,POWER (CAPTIVE),5.503,2013,"Financial Year (Apr - Mar), 2013"
PUNJAB,2013,RAW COAL,POWER (UTILITY),4.607,2013,"Financial Year (Apr - Mar), 2013"
CHHATTISGARH,2013,MIDDLINGS,POWER (CAPTIVE),4.816,2013,"Financial Year (Apr - Mar), 2013"
GUJARAT,2013,RAW COAL,POWER (CAPTIVE),0.447,2013,"Financial Year (Apr - Mar), 2013"
WEST BENGAL,2013,RAW COAL,TEXTILES & RAYONS,0.005,2013,"Financial Year (Apr - Mar), 2013"
UTTAR PRADESH,2013,RAW COAL,POWER (UTILITY),51.108,2013,"Financial Year (Apr - Mar), 2013"
MAHARASHTRA,2013,RAW COAL,POWER (UTILITY),34.997,2013,"Financial Year (Apr - Mar), 2013"
GUJARAT,2013,LIGNITE,TEXTILES & RAYONS,3.401,2013,"Financial Year (Apr - Mar), 2013"
JHARKHAND,2013,WASHED COAL,POWER (UTILITY),0.983,2013,"Financial Year (Apr - Mar), 2013"
ANDHRA PRADESH,2013,RAW COAL,SPONGE IRON,0.611,2013,"Financial Year (Apr - Mar), 2013"
ODISHA,2013,RAW COAL,STEEL (BOILERS),0.052,2013,"Financial Year (Apr - Mar), 2013"
ODISHA,2013,WASHED COAL,METALLURGICAL USE- COKERIES,0.172,2013,"Financial Year (Apr - Mar), 2013"
ODISHA,2013,RAW COAL,SPONGE IRON,3.666,2013,"Financial Year (Apr - Mar), 2013"
KERALA,2013,RAW COAL,PULP & PAPER,0.088,2013,"Financial Year (Apr - Mar), 2013"
RAJASTHAN,2013,LIGNITE,CEMENT,0.175,2013,"Financial Year (Apr - Mar), 2013"
TAMILNADU,2013,RAW COAL,CEMENT,0.189,2013,"Financial Year (Apr - Mar), 2013"
BIHAR,2013,RAW COAL,CHEMICAL,0.01,2013,"Financial Year (Apr - Mar), 2013"
CHHATTISGARH,2013,RAW COAL,STEEL (BOILERS),0.177,2013,"Financial Year (Apr - Mar), 2013"
UTTAR PRADESH,2013,RAW COAL,CEMENT,0.17,2013,"Financial Year (Apr - Mar), 2013"
JHARKHAND,2013,RAW COAL,POWER (UTILITY),13.219,2013,"Financial Year (Apr - Mar), 2013"
CHHATTISGARH,2013,RAW COAL,SPONGE IRON,6.722,2013,"Financial Year (Apr - Mar), 2013"
CHHATTISGARH,2013,RAW COAL,CEMENT,1.468,2013,"Financial Year (Apr - Mar), 2013"
MAHARASHTRA,2013,RAW COAL,CEMENT,1.947,2013,"Financial Year (Apr - Mar), 2013"
GUJARAT,2013,LIGNITE,POWER (UTILITY),7.207,2013,"Financial Year (Apr - Mar), 2013"
ODISHA,2013,MIDDLINGS,POWER (CAPTIVE),0.082,2013,"Financial Year (Apr - Mar), 2013"
WEST BENGAL,2013,RAW COAL,PULP & PAPER,0.085,2013,"Financial Year (Apr - Mar), 2013"
JHARKHAND,2013,MIDDLINGS,POWER (CAPTIVE),1.244,2013,"Financial Year (Apr - Mar), 2013"
WEST BENGAL,2013,WASHED COAL,METALLURGICAL USE- COKERIES,0.513,2013,"Financial Year (Apr - Mar), 2013"
CHHATTISGARH,2013,RAW COAL,METALLURGICAL USE- DIRECT FEED,0.53,2013,"Financial Year (Apr - Mar), 2013"
JHARKHAND,2013,RAW COAL,METALLURGICAL USE- DIRECT FEED,0.004,2013,"Financial Year (Apr - Mar), 2013"
ODISHA,2013,RAW COAL,POWER (UTILITY),25.659,2013,"Financial Year (Apr - Mar), 2013"
RAJASTHAN,2013,LIGNITE,CHEMICAL,0.013,2013,"Financial Year (Apr - Mar), 2013"
ANDHRA PRADESH,2013,RAW COAL,CHEMICAL,0.199,2013,"Financial Year (Apr - Mar), 2013"
UTTAR PRADESH,2013,WASHED COAL,POWER (UTILITY),8.799,2013,"Financial Year (Apr - Mar), 2013"
JHARKHAND,2013,WASHED COAL,METALLURGICAL USE- COKERIES,3.691,2013,"Financial Year (Apr - Mar), 2013"
WEST BENGAL,2013,RAW COAL,SPONGE IRON,1.318,2013,"Financial Year (Apr - Mar), 2013"
MADHYA PRADESH,2013,WASHED COAL,POWER (UTILITY),0.25,2013,"Financial Year (Apr - Mar), 2013"
WEST BENGAL,2013,WASHED COAL,POWER (UTILITY),0.287,2013,"Financial Year (Apr - Mar), 2013"
MADHYA PRADESH,2013,RAW COAL,CHEMICAL,0.012,2013,"Financial Year (Apr - Mar), 2013"
GUJARAT,2013,LIGNITE,FERTILISERS,0.001,2013,"Financial Year (Apr - Mar), 2013"
MAHARASHTRA,2013,RAW COAL,SPONGE IRON,0.948,2013,"Financial Year (Apr - Mar), 2013"
PUNJAB,2013,RAW COAL,POWER (CAPTIVE),7.105,2013,"Financial Year (Apr - Mar), 2013"
JHARKHAND,2013,RAW COAL,POWER (CAPTIVE),1.737,2013,"Financial Year (Apr - Mar), 2013"
BIHAR,2013,RAW COAL,PULP & PAPER,0.003,2013,"Financial Year (Apr - Mar), 2013"
JHARKHAND,2013,RAW COAL,METALLURGICAL USE- COKERIES,0.473,2013,"Financial Year (Apr - Mar), 2013"
WEST BENGAL,2013,RAW COAL,METALLURGICAL USE- DIRECT FEED,0.014,2013,"Financial Year (Apr - Mar), 2013"
GUJARAT,2013,RAW COAL,FERTILISERS,0.399,2013,"Financial Year (Apr - Mar), 2013"
GUJARAT,2013,LIGNITE,BRICKS,0.857,2013,"Financial Year (Apr - Mar), 2013"
MADHYA PRADESH,2013,RAW COAL,BRICKS,0.696,2013,"Financial Year (Apr - Mar), 2013"
HIMACHAL PRADESH,2013,RAW COAL,CEMENT,0.433,2013,"Financial Year (Apr - Mar), 2013"
GUJARAT,2013,RAW COAL,POWER (UTILITY),19.732,2013,"Financial Year (Apr - Mar), 2013"
UTTAR PRADESH,2013,RAW COAL,CHEMICAL,0.018,2013,"Financial Year (Apr - Mar), 2013"
BIHAR,2013,RAW COAL,POWER (UTILITY),8.651,2013,"Financial Year (Apr - Mar), 2013"
WEST BENGAL,2013,RAW COAL,CEMENT,0.006,2013,"Financial Year (Apr - Mar), 2013"
MADHYA PRADESH,2013,RAW COAL,TEXTILES & RAYONS,0.028,2013,"Financial Year (Apr - Mar), 2013"
WEST BENGAL,2013,MIDDLINGS,POWER (CAPTIVE),0.651,2013,"Financial Year (Apr - Mar), 2013"
ANDHRA PRADESH,2013,RAW COAL,TEXTILES & RAYONS,0.017,2013,"Financial Year (Apr - Mar), 2013"
GUJARAT,2013,LIGNITE,CHEMICAL,0.562,2013,"Financial Year (Apr - Mar), 2013"
TAMILNADU,2013,RAW COAL,PULP & PAPER,0.02,2013,"Financial Year (Apr - Mar), 2013"
JHARKHAND,2013,RAW COAL,CHEMICAL,0.005,2013,"Financial Year (Apr - Mar), 2013"
CHHATTISGARH,2013,RAW COAL,POWER (CAPTIVE),11.093,2013,"Financial Year (Apr - Mar), 2013"
GUJARAT,2013,LIGNITE,CEMENT,0.254,2013,"Financial Year (Apr - Mar), 2013"
UTTAR PRADESH,2013,RAW COAL,SPONGE IRON,0.124,2013,"Financial Year (Apr - Mar), 2013"
ANDHRA PRADESH,2013,WASHED COAL,METALLURGICAL USE- COKERIES,0.52,2013,"Financial Year (Apr - Mar), 2013"
KARNATAKA,2013,RAW COAL,CEMENT,1.358,2013,"Financial Year (Apr - Mar), 2013"
DELHI,2013,WASHED COAL,POWER (UTILITY),0.998,2013,"Financial Year (Apr - Mar), 2013"
GUJARAT,2013,RAW COAL,CHEMICAL,0.059,2013,"Financial Year (Apr - Mar), 2013"
KERALA,2013,RAW COAL,CEMENT,0.045,2013,"Financial Year (Apr - Mar), 2013"
ODISHA,2013,RAW COAL,FERTILISERS,0.061,2013,"Financial Year (Apr - Mar), 2013"
WEST BENGAL,2013,RAW COAL,CHEMICAL,0.014,2013,"Financial Year (Apr - Mar), 2013"
KARNATAKA,2013,RAW COAL,BRICKS,0.001,2013,"Financial Year (Apr - Mar), 2013"
ANDHRA PRADESH,2013,RAW COAL,METALLURGICAL USE- COKERIES,0.076,2013,"Financial Year (Apr - Mar), 2013"
MAHARASHTRA,2013,RAW COAL,TEXTILES & RAYONS,0.033,2013,"Financial Year (Apr - Mar), 2013"
MADHYA PRADESH,2013,RAW COAL,PULP & PAPER,0.24,2013,"Financial Year (Apr - Mar), 2013"
MAHARASHTRA,2013,RAW COAL,CHEMICAL,0.029,2013,"Financial Year (Apr - Mar), 2013"
GOA,2013,RAW COAL,SPONGE IRON,0.017,2013,"Financial Year (Apr - Mar), 2013"
WEST BENGAL,2013,RAW COAL,COLLIERY OWN - CONSUMPTION,0.001,2013,"Financial Year (Apr - Mar), 2013"
HARYANA,2013,RAW COAL,POWER (CAPTIVE),0.004,2013,"Financial Year (Apr - Mar), 2013"
JHARKHAND,2013,WASHED COAL,POWER (CAPTIVE),0.31,2013,"Financial Year (Apr - Mar), 2013"
RAJASTHAN,2013,WASHED COAL,POWER (CAPTIVE),0.229,2013,"Financial Year (Apr - Mar), 2013"
DELHI,2013,RAW COAL,POWER (UTILITY),3.66,2013,"Financial Year (Apr - Mar), 2013"
TAMILNADU,2013,LIGNITE,TEXTILES & RAYONS,0.003,2013,"Financial Year (Apr - Mar), 2013"
HARYANA,2013,RAW COAL,POWER (UTILITY),15.633,2013,"Financial Year (Apr - Mar), 2013"
PUNJAB,2013,RAW COAL,FERTILISERS,0.948,2013,"Financial Year (Apr - Mar), 2013"
RAJASTHAN,2013,LIGNITE,POWER (UTILITY),5.156,2013,"Financial Year (Apr - Mar), 2013"
JHARKHAND,2013,RAW COAL,CEMENT,0.106,2013,"Financial Year (Apr - Mar), 2013"
ANDHRA PRADESH,2013,RAW COAL,CEMENT,4.056,2013,"Financial Year (Apr - Mar), 2013"
GOA,2013,RAW COAL,POWER (CAPTIVE),0.012,2013,"Financial Year (Apr - Mar), 2013"
CHHATTISGARH,2013,WASHED COAL,SPONGE IRON,2.259,2013,"Financial Year (Apr - Mar), 2013"
RAJASTHAN,2013,LIGNITE,TEXTILES & RAYONS,0.064,2013,"Financial Year (Apr - Mar), 2013"
MADHYA PRADESH,2013,RAW COAL,METALLURGICAL USE- COKERIES,0.036,2013,"Financial Year (Apr - Mar), 2013"
TAMILNADU,2013,LIGNITE,PULP & PAPER,0.027,2013,"Financial Year (Apr - Mar), 2013"
ANDHRA PRADESH,2013,RAW COAL,POWER (UTILITY),47.811,2013,"Financial Year (Apr - Mar), 2013"
RAJASTHAN,2013,RAW COAL,CEMENT,0.694,2013,"Financial Year (Apr - Mar), 2013"
CHHATTISGARH,2013,WASHED COAL,METALLURGICAL USE- COKERIES,0.371,2013,"Financial Year (Apr - Mar), 2013"
TAMILNADU,2013,RAW COAL,POWER (UTILITY),12.85,2013,"Financial Year (Apr - Mar), 2013"
DELHI,2013,RAW COAL,CEMENT,0.015,2013,"Financial Year (Apr - Mar), 2013"
CHHATTISGARH,2013,RAW COAL,METALLURGICAL USE- COKERIES,0.203,2013,"Financial Year (Apr - Mar), 2013"
ODISHA,2013,RAW COAL,METALLURGICAL USE- COKERIES,0.313,2013,"Financial Year (Apr - Mar), 2013"
ANDHRA PRADESH,2013,RAW COAL,PULP & PAPER,0.864,2013,"Financial Year (Apr - Mar), 2013"
GUJARAT,2013,RAW COAL,CEMENT,0.086,2013,"Financial Year (Apr - Mar), 2013"
JHARKHAND,2013,RAW COAL,SPONGE IRON,1.474,2013,"Financial Year (Apr - Mar), 2013"
KARNATAKA,2013,RAW COAL,POWER (CAPTIVE),3.643,2013,"Financial Year (Apr - Mar), 2013"
