srcStateName,srcYear,Types of coal,Coal Consuming Sectors,Coal Consumed,YearCode,Year
TAMILNADU,2019,LIGNITE,PULP & PAPER,0.139,2019,"Financial Year (Apr - Mar), 2019"
MEGHALAYA,2019,RAW COAL,POWER (CAPTIVE),0.022,2019,"Financial Year (Apr - Mar), 2019"
UTTAR PRADESH,2019,WASHED COAL,POWER (UTILITY),4.44,2019,"Financial Year (Apr - Mar), 2019"
DELHI,2019,MIDDLINGS,POWER (UTILITY),0.055,2019,"Financial Year (Apr - Mar), 2019"
GUJARAT,2019,LIGNITE,TEXTILES & RAYONS,2.557,2019,"Financial Year (Apr - Mar), 2019"
GUJARAT,2019,RAW COAL,POWER (UTILITY),20.2,2019,"Financial Year (Apr - Mar), 2019"
WEST BENGAL,2019,RAW COAL,METALLURGICAL USE- DIRECT FEED,0.299,2019,"Financial Year (Apr - Mar), 2019"
GUJARAT,2019,LIGNITE,CEMENT,0.286,2019,"Financial Year (Apr - Mar), 2019"
WEST BENGAL,2019,MIDDLINGS,POWER (CAPTIVE),0.197,2019,"Financial Year (Apr - Mar), 2019"
DELHI,2019,RAW COAL,POWER (UTILITY),0.468,2019,"Financial Year (Apr - Mar), 2019"
ANDHRA PRADESH,2019,RAW COAL,PULP & PAPER,0.181,2019,"Financial Year (Apr - Mar), 2019"
HARYANA,2019,MIDDLINGS,POWER (UTILITY),0.008,2019,"Financial Year (Apr - Mar), 2019"
ODISHA,2019,RAW COAL,CEMENT,0.221,2019,"Financial Year (Apr - Mar), 2019"
WEST BENGAL,2019,RAW COAL,TEXTILES & RAYONS,0.002,2019,"Financial Year (Apr - Mar), 2019"
UTTAR PRADESH,2019,RAW COAL,SPONGE IRON,0.239,2019,"Financial Year (Apr - Mar), 2019"
TELANGANA,2019,RAW COAL,TEXTILES & RAYONS,0.022,2019,"Financial Year (Apr - Mar), 2019"
HARYANA,2019,WASHED COAL,POWER (UTILITY),0.516,2019,"Financial Year (Apr - Mar), 2019"
JHARKHAND,2019,RAW COAL,POWER (UTILITY),25.529,2019,"Financial Year (Apr - Mar), 2019"
ANDHRA PRADESH,2019,RAW COAL,SPONGE IRON,0.062,2019,"Financial Year (Apr - Mar), 2019"
BIHAR,2019,WASHED COAL,POWER (UTILITY),0.112,2019,"Financial Year (Apr - Mar), 2019"
PUNJAB,2019,RAW COAL,FERTILISERS,0.557,2019,"Financial Year (Apr - Mar), 2019"
ODISHA,2019,RAW COAL,COLLIERY OWN - CONSUMPTION,0.003,2019,"Financial Year (Apr - Mar), 2019"
KARNATAKA,2019,RAW COAL,CHEMICAL,0.004,2019,"Financial Year (Apr - Mar), 2019"
UTTAR PRADESH,2019,RAW COAL,POWER (UTILITY),71.776,2019,"Financial Year (Apr - Mar), 2019"
TAMILNADU,2019,RAW COAL,POWER (UTILITY),24.167,2019,"Financial Year (Apr - Mar), 2019"
WEST BENGAL,2019,RAW COAL,COLLIERY OWN - CONSUMPTION,0.184,2019,"Financial Year (Apr - Mar), 2019"
GUJARAT,2019,RAW COAL,FERTILISERS,0.478,2019,"Financial Year (Apr - Mar), 2019"
MAHARASHTRA,2019,RAW COAL,SPONGE IRON,0.62,2019,"Financial Year (Apr - Mar), 2019"
JHARKHAND,2020,RAW COAL,SPONGE IRON,0.525,2020,"Financial Year (Apr - Mar), 2020"
MEGHALAYA,2020,RAW COAL,CEMENT,0.037,2020,"Financial Year (Apr - Mar), 2020"
OTHERS,2020,MIDDLINGS,POWER (CAPTIVE),0.004,2020,"Financial Year (Apr - Mar), 2020"
HARYANA,2020,RAW COAL,FERTILISERS,0.368,2020,"Financial Year (Apr - Mar), 2020"
ODISHA,2020,RAW COAL,CEMENT,0.206,2020,"Financial Year (Apr - Mar), 2020"
WEST BENGAL,2020,RAW COAL,PULP & PAPER,0.014,2020,"Financial Year (Apr - Mar), 2020"
UTTAR PRADESH,2020,RAW COAL,FERTILISERS,0.143,2020,"Financial Year (Apr - Mar), 2020"
ODISHA,2020,RAW COAL,FERTILISERS,0.02,2020,"Financial Year (Apr - Mar), 2020"
MADHYA PRADESH,2020,RAW COAL,POWER (CAPTIVE),77.563,2020,"Financial Year (Apr - Mar), 2020"
MADHYA PRADESH,2020,RAW COAL,COKERIES,0.046,2020,"Financial Year (Apr - Mar), 2020"
RAJASTHAN,2020,RAW COAL,CEMENT,0.28,2020,"Financial Year (Apr - Mar), 2020"
GUJARAT,2020,LIGNITE,TEXTILES & RAYONS,0.122,2020,"Financial Year (Apr - Mar), 2020"
GUJARAT,2020,LIGNITE,CHEMICAL,0.298,2020,"Financial Year (Apr - Mar), 2020"
MADHYA PRADESH,2020,RAW COAL,SPONGE IRON,0.03,2020,"Financial Year (Apr - Mar), 2020"
TAMILNADU,2020,LIGNITE,CEMENT,0.628,2020,"Financial Year (Apr - Mar), 2020"
CHHATTISGARH,2020,WASHED COAL,POWER (CAPTIVE),0.192,2020,"Financial Year (Apr - Mar), 2020"
TELANGANA,2020,RAW COAL,TEXTILES & RAYONS,0.012,2020,"Financial Year (Apr - Mar), 2020"
WEST BENGAL,2020,WASHED COAL,COKERIES,0.547,2020,"Financial Year (Apr - Mar), 2020"
ODISHA,2020,RAW COAL,METALLURGICAL USE- DIRECT FEED,0.079,2020,"Financial Year (Apr - Mar), 2020"
MADHYA PRADESH,2020,RAW COAL,COLLIERY OWN - CONSUMPTION,0.001,2020,"Financial Year (Apr - Mar), 2020"
JAMMU & KASHMIR,2020,RAW COAL,CEMENT,0.008,2020,"Financial Year (Apr - Mar), 2020"
RAJASTHAN,2020,LIGNITE,TEXTILES & RAYONS,0.04,2020,"Financial Year (Apr - Mar), 2020"
BIHAR,2020,WASHED COAL,POWER (CAPTIVE),0.539,2020,"Financial Year (Apr - Mar), 2020"
MADHYA PRADESH,2020,RAW COAL,METALLURGICAL USE- DIRECT FEED,0.008,2020,"Financial Year (Apr - Mar), 2020"
HARYANA,2020,WASHED COAL,POWER (CAPTIVE),0.428,2020,"Financial Year (Apr - Mar), 2020"
RAJASTHAN,2020,LIGNITE,CEMENT,0.224,2020,"Financial Year (Apr - Mar), 2020"
HARYANA,2020,MIDDLINGS,POWER (CAPTIVE),0.006,2020,"Financial Year (Apr - Mar), 2020"
KARNATAKA,2020,RAW COAL,POWER (CAPTIVE),12.224,2020,"Financial Year (Apr - Mar), 2020"
JHARKHAND,2020,RAW COAL,COLLIERY OWN - CONSUMPTION,0.015,2020,"Financial Year (Apr - Mar), 2020"
JHARKHAND,2020,MIDDLINGS,POWER (CAPTIVE),2.647,2020,"Financial Year (Apr - Mar), 2020"
WEST BENGAL,2020,MIDDLINGS,POWER (CAPTIVE),0.604,2020,"Financial Year (Apr - Mar), 2020"
KARNATAKA,2020,RAW COAL,CHEMICAL,0.003,2020,"Financial Year (Apr - Mar), 2020"
MAHARASHTRA,2020,RAW COAL,COLLIERY OWN - CONSUMPTION,0.003,2020,"Financial Year (Apr - Mar), 2020"
WEST BENGAL,2020,RAW COAL,COLLIERY OWN - CONSUMPTION,0.18,2020,"Financial Year (Apr - Mar), 2020"
GUJARAT,2020,RAW COAL,POWER (CAPTIVE),16.169,2020,"Financial Year (Apr - Mar), 2020"
ANDHRA PRADESH,2020,WASHED COAL,POWER (CAPTIVE),0.289,2020,"Financial Year (Apr - Mar), 2020"
JHARKHAND,2020,RAW COAL,POWER (CAPTIVE),29.981,2020,"Financial Year (Apr - Mar), 2020"
TAMILNADU,2020,RAW COAL,POWER (CAPTIVE),18.2,2020,"Financial Year (Apr - Mar), 2020"
MEGHALAYA,2020,RAW COAL,POWER (CAPTIVE),0.011,2020,"Financial Year (Apr - Mar), 2020"
MAHARASHTRA,2020,RAW COAL,SPONGE IRON,0.52,2020,"Financial Year (Apr - Mar), 2020"
MAHARASHTRA,2020,RAW COAL,CHEMICAL,0.004,2020,"Financial Year (Apr - Mar), 2020"
HARYANA,2020,RAW COAL,POWER (CAPTIVE),11.379,2020,"Financial Year (Apr - Mar), 2020"
GUJARAT,2020,RAW COAL,PULP & PAPER,0.072,2020,"Financial Year (Apr - Mar), 2020"
CHHATTISGARH,2020,RAW COAL,METALLURGICAL USE- DIRECT FEED,0.075,2020,"Financial Year (Apr - Mar), 2020"
ANDHRA PRADESH,2020,RAW COAL,POWER (CAPTIVE),34.288,2020,"Financial Year (Apr - Mar), 2020"
JHARKHAND,2020,RAW COAL,COKERIES,0.513,2020,"Financial Year (Apr - Mar), 2020"
MADHYA PRADESH,2020,RAW COAL,CEMENT,1.521,2020,"Financial Year (Apr - Mar), 2020"
TAMILNADU,2020,LIGNITE,POWER (CAPTIVE),22.897,2020,"Financial Year (Apr - Mar), 2020"
ASSAM,2020,RAW COAL,CEMENT,0.037,2020,"Financial Year (Apr - Mar), 2020"
GUJARAT,2020,LIGNITE,FERTILISERS,0.002,2020,"Financial Year (Apr - Mar), 2020"
JHARKHAND,2020,RAW COAL,BRICKS,0.024,2020,"Financial Year (Apr - Mar), 2020"
KARNATAKA,2020,RAW COAL,TEXTILES & RAYONS,0.068,2020,"Financial Year (Apr - Mar), 2020"
TAMILNADU,2020,RAW COAL,BRICKS,0.002,2020,"Financial Year (Apr - Mar), 2020"
ASSAM,2020,RAW COAL,POWER (CAPTIVE),1.997,2020,"Financial Year (Apr - Mar), 2020"
MAHARASHTRA,2020,RAW COAL,POWER (CAPTIVE),63.019,2020,"Financial Year (Apr - Mar), 2020"
ODISHA,2020,WASHED COAL,POWER (CAPTIVE),0.089,2020,"Financial Year (Apr - Mar), 2020"
RAJASTHAN,2020,WASHED COAL,POWER (CAPTIVE),11.233,2020,"Financial Year (Apr - Mar), 2020"
GUJARAT,2020,LIGNITE,POWER (CAPTIVE),6.087,2020,"Financial Year (Apr - Mar), 2020"
MADHYA PRADESH,2020,RAW COAL,PULP & PAPER,0.001,2020,"Financial Year (Apr - Mar), 2020"
BIHAR,2020,RAW COAL,POWER (CAPTIVE),21.183,2020,"Financial Year (Apr - Mar), 2020"
RAJASTHAN,2020,LIGNITE,POWER (CAPTIVE),7.348,2020,"Financial Year (Apr - Mar), 2020"
CHHATTISGARH,2020,RAW COAL,CEMENT,2.252,2020,"Financial Year (Apr - Mar), 2020"
CHHATTISGARH,2020,RAW COAL,COLLIERY OWN - CONSUMPTION,0.01,2020,"Financial Year (Apr - Mar), 2020"
KERALA,2020,RAW COAL,CEMENT,0.036,2020,"Financial Year (Apr - Mar), 2020"
ODISHA,2020,WASHED COAL,COKERIES,0.517,2020,"Financial Year (Apr - Mar), 2020"
TAMILNADU,2020,RAW COAL,PULP & PAPER,0.004,2020,"Financial Year (Apr - Mar), 2020"
ODISHA,2020,WASHED COAL,METALLURGICAL USE- DIRECT FEED,0.197,2020,"Financial Year (Apr - Mar), 2020"
TAMILNADU,2020,LIGNITE,PULP & PAPER,0.108,2020,"Financial Year (Apr - Mar), 2020"
TELANGANA,2020,RAW COAL,PULP & PAPER,0.836,2020,"Financial Year (Apr - Mar), 2020"
RAJASTHAN,2020,RAW COAL,FERTILISERS,0.327,2020,"Financial Year (Apr - Mar), 2020"
CHHATTISGARH,2020,RAW COAL,POWER (CAPTIVE),75.632,2020,"Financial Year (Apr - Mar), 2020"
JHARKHAND,2020,RAW COAL,STEEL (BOILERS),0.234,2020,"Financial Year (Apr - Mar), 2020"
MAHARASHTRA,2020,RAW COAL,TEXTILES & RAYONS,0.021,2020,"Financial Year (Apr - Mar), 2020"
JHARKHAND,2020,RAW COAL,CEMENT,0.08,2020,"Financial Year (Apr - Mar), 2020"
KARNATAKA,2020,RAW COAL,CEMENT,0.635,2020,"Financial Year (Apr - Mar), 2020"
UTTAR PRADESH,2020,WASHED COAL,POWER (CAPTIVE),3.523,2020,"Financial Year (Apr - Mar), 2020"
WEST BENGAL,2020,WASHED COAL,POWER (CAPTIVE),1.029,2020,"Financial Year (Apr - Mar), 2020"
GUJARAT,2020,RAW COAL,FERTILISERS,0.298,2020,"Financial Year (Apr - Mar), 2020"
JHARKHAND,2020,RAW COAL,METALLURGICAL USE- DIRECT FEED,5.668,2020,"Financial Year (Apr - Mar), 2020"
MAHARASHTRA,2020,RAW COAL,PULP & PAPER,0.045,2020,"Financial Year (Apr - Mar), 2020"
ODISHA,2020,MIDDLINGS,POWER (CAPTIVE),0.162,2020,"Financial Year (Apr - Mar), 2020"
TELANGANA,2020,RAW COAL,CEMENT,1.246,2020,"Financial Year (Apr - Mar), 2020"
TAMILNADU,2020,LIGNITE,METALLURGICAL USE- DIRECT FEED,0.021,2020,"Financial Year (Apr - Mar), 2020"
PUNJAB,2020,RAW COAL,FERTILISERS,0.608,2020,"Financial Year (Apr - Mar), 2020"
CHHATTISGARH,2020,RAW COAL,SPONGE IRON,5.338,2020,"Financial Year (Apr - Mar), 2020"
JHARKHAND,2020,WASHED COAL,COKERIES,1.526,2020,"Financial Year (Apr - Mar), 2020"
WEST BENGAL,2020,RAW COAL,POWER (CAPTIVE),49.044,2020,"Financial Year (Apr - Mar), 2020"
UTTAR PRADESH,2020,RAW COAL,POWER (CAPTIVE),79.342,2020,"Financial Year (Apr - Mar), 2020"
KARNATAKA,2020,RAW COAL,PULP & PAPER,0.1,2020,"Financial Year (Apr - Mar), 2020"
ANDHRA PRADESH,2020,RAW COAL,SPONGE IRON,0.035,2020,"Financial Year (Apr - Mar), 2020"
JHARKHAND,2020,WASHED COAL,METALLURGICAL USE- DIRECT FEED,0.179,2020,"Financial Year (Apr - Mar), 2020"
UTTAR PRADESH,2020,RAW COAL,SPONGE IRON,0.234,2020,"Financial Year (Apr - Mar), 2020"
UTTARAKHAND,2020,RAW COAL,POWER (CAPTIVE),0.648,2020,"Financial Year (Apr - Mar), 2020"
RAJASTHAN,2020,RAW COAL,POWER (CAPTIVE),15.391,2020,"Financial Year (Apr - Mar), 2020"
PUNJAB,2020,RAW COAL,POWER (CAPTIVE),12.414,2020,"Financial Year (Apr - Mar), 2020"
UTTAR PRADESH,2020,RAW COAL,CEMENT,0.158,2020,"Financial Year (Apr - Mar), 2020"
TAMILNADU,2020,RAW COAL,CEMENT,0.089,2020,"Financial Year (Apr - Mar), 2020"
WEST BENGAL,2020,RAW COAL,SPONGE IRON,0.64,2020,"Financial Year (Apr - Mar), 2020"
ODISHA,2020,RAW COAL,SPONGE IRON,2.994,2020,"Financial Year (Apr - Mar), 2020"
ANDHRA PRADESH,2020,RAW COAL,PULP & PAPER,0.137,2020,"Financial Year (Apr - Mar), 2020"
ANDHRA PRADESH,2020,RAW COAL,CEMENT,0.214,2020,"Financial Year (Apr - Mar), 2020"
UTTAR PRADESH,2020,MIDDLINGS,POWER (CAPTIVE),0.086,2020,"Financial Year (Apr - Mar), 2020"
MAHARASHTRA,2020,RAW COAL,CEMENT,1.743,2020,"Financial Year (Apr - Mar), 2020"
GUJARAT,2020,LIGNITE,BRICKS,0.454,2020,"Financial Year (Apr - Mar), 2020"
GUJARAT,2020,LIGNITE,PULP & PAPER,0.438,2020,"Financial Year (Apr - Mar), 2020"
JHARKHAND,2020,WASHED COAL,POWER (CAPTIVE),3.154,2020,"Financial Year (Apr - Mar), 2020"
WEST BENGAL,2020,RAW COAL,METALLURGICAL USE- DIRECT FEED,0.221,2020,"Financial Year (Apr - Mar), 2020"
HIMACHAL PRADESH,2020,RAW COAL,CEMENT,0.027,2020,"Financial Year (Apr - Mar), 2020"
TELANGANA,2020,RAW COAL,SPONGE IRON,0.074,2020,"Financial Year (Apr - Mar), 2020"
CHHATTISGARH,2020,WASHED COAL,METALLURGICAL USE- DIRECT FEED,0.118,2020,"Financial Year (Apr - Mar), 2020"
KARNATAKA,2020,RAW COAL,SPONGE IRON,0.012,2020,"Financial Year (Apr - Mar), 2020"
TELANGANA,2020,RAW COAL,POWER (CAPTIVE),31.29,2020,"Financial Year (Apr - Mar), 2020"
GUJARAT,2020,LIGNITE,SPONGE IRON,0.014,2020,"Financial Year (Apr - Mar), 2020"
ODISHA,2020,RAW COAL,POWER (CAPTIVE),58.744,2020,"Financial Year (Apr - Mar), 2020"
ANDHRA PRADESH,2020,RAW COAL,CHEMICAL,0.089,2020,"Financial Year (Apr - Mar), 2020"
TELANGANA,2020,RAW COAL,CHEMICAL,0.113,2020,"Financial Year (Apr - Mar), 2020"
CHHATTISGARH,2020,MIDDLINGS,POWER (CAPTIVE),0.082,2020,"Financial Year (Apr - Mar), 2020"
GUJARAT,2020,LIGNITE,CEMENT,0.144,2020,"Financial Year (Apr - Mar), 2020"
WEST BENGAL,2020,WASHED COAL,METALLURGICAL USE- DIRECT FEED,0.169,2020,"Financial Year (Apr - Mar), 2020"
MAHARASHTRA,2020,WASHED COAL,POWER (CAPTIVE),0.032,2020,"Financial Year (Apr - Mar), 2020"
TAMILNADU,2020,LIGNITE,BRICKS,0.011,2020,"Financial Year (Apr - Mar), 2020"
ODISHA,2020,RAW COAL,COLLIERY OWN - CONSUMPTION,0.002,2020,"Financial Year (Apr - Mar), 2020"
ODISHA,2020,RAW COAL,PULP & PAPER,0.117,2020,"Financial Year (Apr - Mar), 2020"
